pool_id,x_id,x_ticker,y_id,y_ticker
6085fe0a4e45602bd638ac624f0165212519a77717b5eae387c35f7706de8cc6,03faf2cb329f2e90d6d23b58d91bbb6c046aa143261cc21f52fbe2824bfcbf04,SigUSD,0cd8c9f416e5b1ca9f986a7f10a84191dfb85941619e49e53c0dc30ebf83324b,COMET
61a579c46d92f2718576fc9839a2a1983f172e889ec234af8504b5bbf10edd89,0,ERG,d71693c49a84fbbecd4908c94813b46514b18b67a99952dc1e6e4791556de413,ergopad
61ae855c62440c0ec8429f1a31d956d9aaf9d8727b89cc26fd894126d9cbce06,0,ERG,ef802b475c06189fdbf844153cdc1d449a5ba87cce13d11bb47b5a539f27f12b,WT_ERG
65fa572bc4a7007e5a6450c9af2bfa1594e6dfb43b667027f1930eefddeac7bf,36aba4b4a97b65be491cf9f5ca57b5408b0da8d0194f30ec8330d1e8946161c1,Erdoge,fbbaac7337d051c10fc3da0ccb864f4d32d40027551e1c3ea3ce361f39b91e40,kushti
67d235654ee562ce841c2e10be1ad6ea98b13d3b2bec0b3b1104ea2bd2e82ba8,0,ERG,0d9ef46408f11aed2a7f840d3928baefaf8153032f42296cbe9d640845d4082c,BDX  Special Token
68d1396c0a9f7544c60fbfb6a2b5cc1c796c5582c94b5c2f46e2ab7b1c6ea7b4,ef802b475c06189fdbf844153cdc1d449a5ba87cce13d11bb47b5a539f27f12b,WT_ERG,30974274078845f263b4f21787e33cc99e9ec19a17ad85a5bc6da2cca91c5a2e,WT_ADA
7173aed06ab6e21d17f5ddddd04f48cfec611d372e6e9d5095ec9972cd380e9c,ef802b475c06189fdbf844153cdc1d449a5ba87cce13d11bb47b5a539f27f12b,WT_ERG,30974274078845f263b4f21787e33cc99e9ec19a17ad85a5bc6da2cca91c5a2e,WT_ADA
7601494c813a7b1acbdecc042d9eb337ea79a556221c9567685f82077cea7b20,0,ERG,472c3d4ecaa08fb7392ff041ee2e6af75f4a558810a74b28600549d5392810e8,NETA
76ce3302854017274bdd91f83db4c8a84b43cf22ba15f7f59764e3096d205cab,0,ERG,8b22ec653427dd9f19db44b644be03f8698b1a625bb1ccbd4110df90e53303bb,63BITS
78a6ec1e36e92af0aaac4a917e951eaedd433c00ab74fa10bf7c941f2811ae0e,0cd8c9f416e5b1ca9f986a7f10a84191dfb85941619e49e53c0dc30ebf83324b,COMET,0779ec04f2fae64e87418a1ad917639d4668f78484f45df962b0dec14a2591d2,Mi Goreng
